laureate_id,year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country,decade,female_winner
856,2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",1/3,Individual,Peter A. Diamond,1940-04-29,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
857,2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",1/3,Individual,Dale T. Mortensen,1939-02-02,"Enterprise, OR",United States of America,Male,Northwestern University,"Evanston, IL",United States of America,2014-01-09,"Wilmette, IL",United States of America,2010,False
858,2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",1/3,Individual,Christopher A. Pissarides,1948-02-20,Nicosia,Cyprus,Male,London School of Economics and Political Science,London,United Kingdom,UNKOWN,UNKOWN,UNKOWN,2010,False
861,2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",1/4,Individual,Bruce A. Beutler,1957-12-29,"Chicago, IL",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
862,2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",1/4,Individual,Jules A. Hoffmann,1941-08-02,Echternach,Luxembourg,Male,University of Strasbourg,Strasbourg,France,UNKOWN,UNKOWN,UNKOWN,2010,False
863,2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for his discovery of the dendritic cell and its role in adaptive immunity""",1/2,Individual,Ralph M. Steinman,1943-01-14,Montreal,Canada,Male,Rockefeller University,"New York, NY",United States of America,2011-09-30,UNKOWN,UNKOWN,2010,False
864,2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1/2,Individual,Saul Perlmutter,UNKOWN,"Champaign-Urbana, IL",United States of America,Male,Lawrence Berkeley National Laboratory,"Berkeley, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
865,2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1/4,Individual,Brian P. Schmidt,1967-02-24,"Missoula, MT",United States of America,Male,Australian National University,Weston Creek,Australia,UNKOWN,UNKOWN,UNKOWN,2010,False
866,2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1/4,Individual,Adam G. Riess,1969-12-16,"Washington, DC",United States of America,Male,Johns Hopkins University,"Baltimore, MD",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
867,2011,Chemistry,The Nobel Prize in Chemistry 2011,"""for the discovery of quasicrystals""",1/1,Individual,Dan Shechtman,1941-01-24,Tel Aviv,British Mandate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,UNKOWN,UNKOWN,UNKOWN,2010,False
868,2011,Literature,The Nobel Prize in Literature 2011,"""because, through his condensed, translucent images, he gives us fresh access to reality""",1/1,Individual,Tomas Tranströmer,1931-04-15,Stockholm,Sweden,Male,UNKOWN,UNKOWN,UNKOWN,2015-03-26,Stockholm,Sweden,2010,False
869,2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",1/3,Individual,Ellen Johnson Sirleaf,1938-10-29,Monrovia,Liberia,Female,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2010,True
870,2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",1/3,Individual,Leymah Gbowee,1972-02-01,Monrovia,Liberia,Female,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2010,True
871,2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",1/3,Individual,Tawakkol Karman,1979-02-07,Ta'izz,Yemen,Female,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2010,True
872,2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",1/2,Individual,Thomas J. Sargent,1943-07-19,"Pasadena, CA",United States of America,Male,New York University,"New York, NY",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
873,2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",1/2,Individual,Christopher A. Sims,1942-10-21,"Washington, DC",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
874,2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",1/2,Individual,Sir John B. Gurdon,1933-10-02,Dippenhall,United Kingdom,Male,Gurdon Institute,Cambridge,United Kingdom,UNKOWN,UNKOWN,UNKOWN,2010,False
875,2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",1/2,Individual,Shinya Yamanaka,1962-09-04,Osaka,Japan,Male,Kyoto University,Kyoto,Japan,UNKOWN,UNKOWN,UNKOWN,2010,False
876,2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",1/2,Individual,Serge Haroche,1944-09-11,Casablanca,Morocco,Male,Collège de France,Paris,France,UNKOWN,UNKOWN,UNKOWN,2010,False
877,2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",1/2,Individual,David J. Wineland,1944-02-24,"Milwaukee, WI",United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
878,2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",1/2,Individual,Robert J. Lefkowitz,1943-04-15,"New York, NY",United States of America,Male,Howard Hughes Medical Institute,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2010,False
879,2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",1/2,Individual,Brian K. Kobilka,1955-05-30,"Little Falls, MN",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
880,2012,Literature,The Nobel Prize in Literature 2012,"""who with hallucinatory realism merges folk tales, history and the contemporary""",1/1,Individual,Mo Yan,1955-02-02,Gaomi,China,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2010,False
881,2012,Peace,The Nobel Peace Prize 2012,"""for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe""",1/1,Organization,European Union (EU),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2010,False
882,2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",1/2,Individual,Alvin E. Roth,1951-12-18,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
883,2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",1/2,Individual,Lloyd S. Shapley,1923-06-02,"Cambridge, MA",United States of America,Male,University of California,"Los Angeles, CA",United States of America,2016-03-12,"Tucson, AZ",United States of America,2010,False
884,2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",1/3,Individual,James E. Rothman,1950-11-03,"Haverhill, MA",United States of America,Male,Yale University,"New Haven, CT",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
885,2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",1/3,Individual,Randy W. Schekman,1948-12-30,"St. Paul, MN",United States of America,Male,University of California,"Berkeley, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
886,2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",1/3,Individual,Thomas C. Südhof,1955-12-22,Göttingen,Germany,Male,Stanford University,"Stanford, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
887,2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",1/2,Individual,François Englert,1932-11-06,Etterbeek,Belgium,Male,Université Libre de Bruxelles,Brussels,Belgium,UNKOWN,UNKOWN,UNKOWN,2010,False
888,2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",1/2,Individual,Peter W. Higgs,1929-05-29,Newcastle upon Tyne,United Kingdom,Male,University of Edinburgh,Edinburgh,United Kingdom,UNKOWN,UNKOWN,UNKOWN,2010,False
889,2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",1/3,Individual,Martin Karplus,1930-03-15,Vienna,Austria,Male,Université de Strasbourg,Strasbourg,France,UNKOWN,UNKOWN,UNKOWN,2010,False
890,2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",1/3,Individual,Michael Levitt,1947-05-09,Pretoria,South Africa,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
891,2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",1/3,Individual,Arieh Warshel,1940-11-20,Kibbutz Sde-Nahum,British Mandate of Palestine (Israel),Male,University of Southern California,"Los Angeles, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
892,2013,Literature,The Nobel Prize in Literature 2013,"""master of the contemporary short story""",1/1,Individual,Alice Munro,1931-07-10,Wingham,Canada,Female,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2010,True
893,2013,Peace,The Nobel Peace Prize 2013,"""for its extensive efforts to eliminate chemical weapons""",1/1,Organization,Organisation for the Prohibition of Chemical Weapons (OPCW),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2010,False
894,2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",1/3,Individual,Eugene F. Fama,1939-02-14,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
895,2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",1/3,Individual,Lars Peter Hansen,1952-10-26,"Urbana, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
896,2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",1/3,Individual,Robert J. Shiller,1946-03-29,"Detroit, MI",United States of America,Male,Yale University,"New Haven, CT",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
903,2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",1/2,Individual,John O'Keefe,1939-11-18,"New York, NY",United States of America,Male,University College,London,United Kingdom,UNKOWN,UNKOWN,UNKOWN,2010,False
904,2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",1/4,Individual,May-Britt Moser,1963-01-04,Fosnavåg,Norway,Female,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,UNKOWN,UNKOWN,UNKOWN,2010,True
905,2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",1/4,Individual,Edvard I. Moser,1962-04-27,Ålesund,Norway,Male,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,UNKOWN,UNKOWN,UNKOWN,2010,False
906,2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1/3,Individual,Isamu Akasaki,1929-01-30,Chiran,Japan,Male,Meijo University,Nagoya,Japan,UNKOWN,UNKOWN,UNKOWN,2010,False
907,2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1/3,Individual,Hiroshi Amano,1960-09-11,Hamamatsu,Japan,Male,Nagoya University,Nagoya,Japan,UNKOWN,UNKOWN,UNKOWN,2010,False
908,2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1/3,Individual,Shuji Nakamura,1954-05-22,Ikata,Japan,Male,University of California,"Santa Barbara, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
909,2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",1/3,Individual,Eric Betzig,1960-01-13,"Ann Arbor, MI",United States of America,Male,"Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
910,2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",1/3,Individual,Stefan W. Hell,1962-12-23,Arad,Romania,Male,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,UNKOWN,UNKOWN,UNKOWN,2010,False
911,2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",1/3,Individual,William E. Moerner,1953-06-24,"Pleasanton, CA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
912,2014,Literature,The Nobel Prize in Literature 2014,"""for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of the occupation""",1/1,Individual,Patrick Modiano,1945-07-30,Paris,France,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2010,False
